1,1
2,1
3,1
4,1
5,2
6,2
7,4
8,4
9,6
10,6
11,8
12,10
13,14
14,18
15,24
16,29
17,36
18,44
19,58
20,72
21,91
22,113
23,143
24,178
25,226
26,275
27,353
28,447
29,516
30,666
31,854
32,946
33,1236
34,1257
35,1660
36,2192
37,2098
38,2840
39,2501
40,3423
41,4682
42,3894
43,5460
44,6160
45,5983
46,8491
47,6204
48,9039
49,13057
50,9142
51,13489
52,8725
53,13223
54,19776
55,12316
56,18910
57,18890
58,17289
59,26808
60,15104
61,24076
62,37855
63,20767
64,33364
65,17201
66,28357
67,45994
68,23194
69,38572
70,35789
71,31302
72,52263
73,24457
74,41905
75,61020
76,32581
77,56121
78,24568
79,43328
80,75101
81,32442
82,57416
83,32059
84,42867
85,76263
86,31212
87,56695
88,83708
89,41041
90,74803
91,29161
92,54019
93,98828
94,38063
95,71007
96,26317
97,50079
98,93662
99,34427
100,65592
101,84468
102,45182
103,86195
104,30585
105,59297
106,102316
107,40179
108,77944
109,26725
110,52746
111,102387
112,35180
113,69305
114,58058
115,46168
116,91186
117,30412
118,60871
119,108812
120,40213
121,80246
122,26237
123,52894
124,105753
125,34714
126,70008
127,22587
128,45843
129,92295
130,29941
131,60685
132,85957
133,39760
134,80393
135,26102
136,52923
137,104377
138,34878
139,70470
140,23072
141,46651
142,93945
143,30928
144,62173
145,70389
146,41090
147,82776
148,27251
149,54857
150,104583
151,36460
152,73273
153,24362
154,48729
155,97736
156,32578
157,65275
158,21737
159,43498
160,87026
161,28969
162,57964
163,102399
164,38534
165,77185
166,25427
167,51167
168,102622
169,33674
170,68010
171,22063
172,44675
173,90179
174,29383
175,59513
176,70769
177,38893
178,78890
179,25093
180,51301
181,101461
182,33255
183,68004
184,21235
185,43827
186,89822
187,27962
188,57789
189,23593
190,36883
191,76505
192,23323
193,48861
194,97847
195,30842
196,64624
197,19320
198,41037
199,85816
200,25588
201,54083
202,15830
203,33804
204,71455
205,20817
206,44568
207,68136
208,27573
209,59251
210,16878
211,36533
212,76933
213,22208
214,48365
215,13304
216,29438
217,63808
218,17546
219,38769
220,16161
221,23266
222,51311
223,13654
224,30704
225,66551
226,18058
227,40734
228,10375
229,23897
230,53798
231,13759
232,31752
233,7851
234,18424
235,42339
236,10605
237,24765
238,49951
239,14178
240,32890
241,7996
242,18955
243,43141
244,10741
245,25385
246,6061
247,14521
248,34098
249,8164
250,19570
251,11072
252,11084
253,26217
254,6164
255,14938
256,34848
257,8476
258,20241
259,4686
260,11440
261,27137
262,6393
263,15434
264,3531
265,8688
266,20872
267,4883
268,11839
269,26567
270,6710
271,16135
272,3710
273,9039
274,21725
275,5043
276,12324
277,2714
278,6794
279,16737
280,3761
281,9336
282,9683
283,5145
284,12662
285,2843
286,7064
287,17076
288,3860
289,9616
290,2045
291,5272
292,13146
293,2827
294,7197
295,1459
296,3826
297,9753
298,2030
299,5298
300,13005
301,2847
302,7256
303,1525
304,3941
305,9992
306,2131
307,5476
308,1119
309,2975
310,7598
311,1634
312,4186
313,6611
314,2249
315,5723
316,1167
317,3079
318,7740
319,1652
320,4209
321,858
322,2267
323,5839
324,1177
325,3157
326,947
327,1648
328,4345
329,845
330,2268
331,5955
332,1215
333,3222
334,624
335,1702
336,4503
337,859
338,2358
339,435
340,1199
341,3326
342,635
343,1708
344,3522
345,886
346,2408
347,449
348,1263
349,3405
350,631
351,1732
352,314
353,887
354,2421
355,442
356,1250
357,418
358,636
359,1772
360,311
361,904
362,2525
363,468
364,1313
365,233
366,691
367,1855
368,329
369,924
370,147
371,432
372,1253
373,214
374,618
375,1642
376,303
377,891
378,150
379,448
380,1270
381,227
382,659
383,118
384,339
385,957
386,174
387,499
388,364
389,249
390,707
391,117
392,345
393,982
394,161
395,499
396,55
397,237
398,727
399,120
400,356
401,50
402,169
403,513
404,75
405,242
406,711
407,119
408,356
409,53
410,171
411,524
412,77
413,239
414,30
415,110
416,352
417,48
418,177
419,232
420,86
421,277
422,47
423,143
424,388
425,68
426,199
427,25
428,87
429,284
430,32
431,120
432,19
433,57
434,184
435,26
436,82
437,270
438,42
439,134
440,19
441,60
442,207
443,34
444,107
445,17
446,50
447,150
448,21
449,66
450,138
451,27
452,92
453,13
454,49
455,160
456,24
457,80
458,9
459,36
460,114
461,12
462,53
463,20
464,14
465,65
466,6
467,24
468,93
469,13
470,42
471,6
472,18
473,64
474,10
475,33
476,6
477,20
478,57
479,4
480,21
481,61
482,6
483,28
484,3
485,11
486,37
487,4
488,16
489,4
490,10
491,33
492,5
493,16
494,4
495,9
496,19
497,3
498,10
499,33
500,5
501,19
502,3
503,9
504,26
505,5
506,14
507,2
508,7
509,23
510,5
511,10
512,25
513,6
514,18
515,2
516,9
517,30
518,5
519,19
520,2
521,8
522,23
523,6
